tc,sc,time,file,label
58.0,43.0,69.436883792,rectangular_11x12_1-32-1_0.txt,OMEinsum (KaHyPar)
57.0,43.0,9.86989375,rectangular_11x12_1-32-1_0.txt,OMEinsum (METIS)
81.0,61.0,222.682050375,rectangular_11x12_1-40-1_0.txt,CoTenGra
72.0,55.0,94.688662333,rectangular_11x12_1-40-1_0.txt,OMEinsum (KaHyPar)
73.0,54.0,13.500987917,rectangular_11x12_1-40-1_0.txt,OMEinsum (METIS)
6.0,4.0,0.772612458,rectangular_2x2_1-2-1_0.txt,CoTenGra
6.0,4.0,0.037447375,rectangular_2x2_1-2-1_0.txt,OMEinsum (KaHyPar)
6.0,4.0,0.036564917,rectangular_2x2_1-2-1_0.txt,OMEinsum (METIS)
9.0,7.0,1.820635792,rectangular_4x4_1-16-1_0.txt,CoTenGra
9.0,8.0,0.338853583,rectangular_4x4_1-16-1_0.txt,OMEinsum (KaHyPar)
9.0,8.0,0.32921275,rectangular_4x4_1-16-1_0.txt,OMEinsum (METIS)
13.0,11.0,6.645874125,rectangular_6x6_1-16-1_0.txt,CoTenGra
14.0,12.0,0.839602791,rectangular_6x6_1-16-1_0.txt,OMEinsum (KaHyPar)
14.0,12.0,0.835285667,rectangular_6x6_1-16-1_0.txt,OMEinsum (METIS)
22.0,18.0,16.472107667,rectangular_6x6_1-24-1_0.txt,CoTenGra
21.0,16.0,5.590780959,rectangular_6x6_1-24-1_0.txt,OMEinsum (KaHyPar)
21.0,16.0,1.3148165,rectangular_6x6_1-24-1_0.txt,OMEinsum (METIS)
30.0,24.0,22.679156792,rectangular_6x6_1-32-1_0.txt,CoTenGra
29.0,22.0,12.356048583,rectangular_6x6_1-32-1_0.txt,OMEinsum (KaHyPar)
29.0,22.0,1.868829458,rectangular_6x6_1-32-1_0.txt,OMEinsum (METIS)
38.0,30.0,55.819324375,rectangular_7x7_1-32-1_0.txt,CoTenGra
35.0,27.0,17.716785916,rectangular_7x7_1-32-1_0.txt,OMEinsum (KaHyPar)
34.0,27.0,2.757835667,rectangular_7x7_1-32-1_0.txt,OMEinsum (METIS)
46.0,39.00000000000001,68.549196708,rectangular_7x7_1-40-1_0.txt,CoTenGra
43.0,34.0,25.960511583,rectangular_7x7_1-40-1_0.txt,OMEinsum (KaHyPar)
41.0,34.0,3.724178417,rectangular_7x7_1-40-1_0.txt,OMEinsum (METIS)
56.0,46.0,82.552475333,rectangular_7x7_1-48-1_0.txt,CoTenGra
51.0,41.0,33.953033125,rectangular_7x7_1-48-1_0.txt,OMEinsum (KaHyPar)
55.0,41.0,4.737100834,rectangular_7x7_1-48-1_0.txt,OMEinsum (METIS)
31.0,24.0,32.16934925,rectangular_8x8_1-24-1_0.txt,CoTenGra
30.0,22.0,15.78842725,rectangular_8x8_1-24-1_0.txt,OMEinsum (KaHyPar)
29.0,22.0,2.676334625,rectangular_8x8_1-24-1_0.txt,OMEinsum (METIS)
41.0,35.0,52.115414792,rectangular_8x8_1-32-1_0.txt,CoTenGra
40.0,30.0,26.527556375,rectangular_8x8_1-32-1_0.txt,OMEinsum (KaHyPar)
40.0,30.0,3.906839541,rectangular_8x8_1-32-1_0.txt,OMEinsum (METIS)
55.0,47.00000000000001,70.343816458,rectangular_8x8_1-40-1_0.txt,CoTenGra
51.0,38.0,36.576653709,rectangular_8x8_1-40-1_0.txt,OMEinsum (KaHyPar)
48.0,39.0,5.4838925,rectangular_8x8_1-40-1_0.txt,OMEinsum (METIS)
32.0,25.0,42.2566995,rectangular_8x9_1-24-1_0.txt,CoTenGra
31.0,23.0,18.035116667,rectangular_8x9_1-24-1_0.txt,OMEinsum (KaHyPar)
30.0,23.0,3.032824542,rectangular_8x9_1-24-1_0.txt,OMEinsum (METIS)
45.0,37.0,37.60887225,rectangular_8x9_1-32-1_0.txt,CoTenGra
44.0,31.0,31.053286375,rectangular_8x9_1-32-1_0.txt,OMEinsum (KaHyPar)
39.0,31.0,4.333128875,rectangular_8x9_1-32-1_0.txt,OMEinsum (METIS)
53.0,46.0,84.838849833,rectangular_8x9_1-40-1_0.txt,CoTenGra
52.0,40.0,43.818287208,rectangular_8x9_1-40-1_0.txt,OMEinsum (KaHyPar)
52.0,39.0,6.138344333,rectangular_8x9_1-40-1_0.txt,OMEinsum (METIS)
15.0,12.0,13.346605917,rochester_53_10_0_pABC.txt,CoTenGra
15.0,12.0,10.634037834,rochester_53_10_0_pABC.txt,OMEinsum (KaHyPar)
15.0,12.0,2.4016185,rochester_53_10_0_pABC.txt,OMEinsum (METIS)
19.0,14.0,14.502405708,rochester_53_12_0_pABC.txt,CoTenGra
18.0,14.0,15.491938584,rochester_53_12_0_pABC.txt,OMEinsum (KaHyPar)
17.0,14.0,2.769369584,rochester_53_12_0_pABC.txt,OMEinsum (METIS)
26.0,20.0,39.150191334,rochester_53_16_0_pABC.txt,CoTenGra
24.0,18.0,25.245827125,rochester_53_16_0_pABC.txt,OMEinsum (KaHyPar)
24.0,18.0,4.011640709,rochester_53_16_0_pABC.txt,OMEinsum (METIS)
32.0,26.0,49.623600708,rochester_53_20_0_pABC.txt,CoTenGra
29.0,21.0,37.551574333,rochester_53_20_0_pABC.txt,OMEinsum (KaHyPar)
29.0,21.0,5.072753041,rochester_53_20_0_pABC.txt,OMEinsum (METIS)
5.0,4.0,4.924797041,rochester_53_4_0_pABC.txt,CoTenGra
5.0,4.0,0.814942917,rochester_53_4_0_pABC.txt,OMEinsum (KaHyPar)
5.0,4.0,0.896346625,rochester_53_4_0_pABC.txt,OMEinsum (METIS)
12.0,9.0,13.139356375,rochester_53_8_0_pABC.txt,CoTenGra
11.0,9.0,6.87696625,rochester_53_8_0_pABC.txt,OMEinsum (KaHyPar)
11.0,9.0,1.843468375,rochester_53_8_0_pABC.txt,OMEinsum (METIS)
35.0,26.0,40.079103875,sycamore_53_10_0.txt,CoTenGra
34.0,25.0,20.118116292,sycamore_53_10_0.txt,OMEinsum (KaHyPar)
34.0,25.0,3.129885416,sycamore_53_10_0.txt,OMEinsum (METIS)
46.0,36.0,69.56342075,sycamore_53_12_0.txt,CoTenGra
48.0,36.0,28.693514042,sycamore_53_12_0.txt,OMEinsum (KaHyPar)
45.0,36.0,4.611547708,sycamore_53_12_0.txt,OMEinsum (METIS)
53.0,42.0,101.730345042,sycamore_53_14_0.txt,CoTenGra
52.0,38.0,34.481173917,sycamore_53_14_0.txt,OMEinsum (KaHyPar)
50.0,38.0,5.254131542,sycamore_53_14_0.txt,OMEinsum (METIS)
64.0,50.0,53.545165417,sycamore_53_16_0.txt,CoTenGra
62.0,47.0,44.855409416,sycamore_53_16_0.txt,OMEinsum (KaHyPar)
65.0,47.0,7.265035875,sycamore_53_16_0.txt,OMEinsum (METIS)
65.0,55.00000000000001,104.369810041,sycamore_53_18_0.txt,CoTenGra
67.0,48.0,51.170873416,sycamore_53_18_0.txt,OMEinsum (KaHyPar)
64.0,51.0,8.65736125,sycamore_53_18_0.txt,OMEinsum (METIS)
69.0,57.0,142.0997575,sycamore_53_20_0.txt,CoTenGra
74.0,52.0,60.369742166,sycamore_53_20_0.txt,OMEinsum (KaHyPar)
67.0,52.0,10.071615834,sycamore_53_20_0.txt,OMEinsum (METIS)
13.0,10.0,9.724188625,sycamore_53_4_0.txt,CoTenGra
14.0,10.0,0.989460792,sycamore_53_4_0.txt,OMEinsum (KaHyPar)
14.0,10.0,0.960315458,sycamore_53_4_0.txt,OMEinsum (METIS)
17.0,12.0,11.568440083,sycamore_53_5_0.txt,CoTenGra
17.0,12.0,3.859491875,sycamore_53_5_0.txt,OMEinsum (KaHyPar)
16.0,12.0,1.29894675,sycamore_53_5_0.txt,OMEinsum (METIS)
17.0,12.0,13.492948375,sycamore_53_6_0.txt,CoTenGra
17.0,12.0,6.728184791,sycamore_53_6_0.txt,OMEinsum (KaHyPar)
17.0,12.0,1.617183667,sycamore_53_6_0.txt,OMEinsum (METIS)
31.0,27.0,25.200410166,sycamore_53_8_0.txt,CoTenGra
30.0,23.0,13.913051416,sycamore_53_8_0.txt,OMEinsum (KaHyPar)
31.0,23.0,2.482385208,sycamore_53_8_0.txt,OMEinsum (METIS)
